Stark	󲀋 Gates of Winterfell	Location		2							Challenges Action: Kneel Gates of Winterfell to reveal the top card of your deck. If it is a 󲀆 card, draw it. Otherwise, return it to the top of your deck.	The North.	1.2
Stark	Winter Is Coming	Event		1	1						Play only during a challenge.Action: Until the end of the challenge, raise the claim on your revealed plot card by 1. (Max 1 per challenge.)		1.0
Stark	Like Warm Rain	Event		1							Challenges Action: Kneel a Direwolf character to have it participate as a defender in an 󲀊 challenge initiated against you. If you win the challenge, choose and kill 1 attacking character.		1.0
Stark	For the North!	Event		0							Play only before any challenges have been initiated this phase.Challenges Action: Until the end of the phase, each 󲀆 character you control gets +1 STR.		1.0
Tyrell	Highgarden’s Finest	Character	󲀈   󲀉	8						8	No attachments. Renown.Challenges Action: Discard Highgarden’s Finest from your hand to choose an attacking or defending 󲀃 character. Until the end of the challenge, that character gets +4 STR.	Army.	1.4
Tyrell	󲀋 The Queen of Thorns	Character	  󲀊 󲀉	7	1					5	Reaction: After you win an 󲀊 challenge in which The Queen of Thorns participated, put a character with printed cost 6 or lower into play from your hand.	Lady.	1.3
Tyrell	󲀋 Randyll Tarly	Character	󲀈   󲀉	6						5	Renown.Reaction: After Randyll Tarly’s STR is increased by a card effect, stand him. (Limit twice per phase.)	House Tarly. Lord.	1.0
Tyrell	󲀋 The Knight of Flowers	Character	󲀈   󲀉	5						5	Renown.While The Knight of Flowers is attacking alone, the defending player cannot declare more than 1 character as a defender.	Knight. Lord.	1.0
Tyrell	󲀋 Paxter Redwyne	Character	  󲀊  	4	1					3	Reduce the gold cost of the first event card you play each round by 1.[+1 GOLD]	House Redwyne. Lord.	1.4
Tyrell	Wardens of the Reach	Character	󲀈   󲀉	4						3	No attachments.Wardens of the Reach gets +1 STR for each The Reach location you control.	Army.	1.0
Tyrell	󲀋 Margaery Tyrell	Character	  󲀊 󲀉	3						3	Challenges Action: Kneel Margaery Tyrell to choose a character. Until the end of the phase, that character gets +3 STR.	Lady.	1.2
Tyrell	󲀋 Maester Lomys	Character	  󲀊  	3						3	Reaction: After you win an 󲀊 challenge as the defender, discard 1 card at random from the attacking player’s hand.	Maester.	1.0
Tyrell	Olenna’s Informant	Character	  󲀊 󲀉	3						2	Ambush (4).Reaction: After Olenna’s Informant enters play during the challenges phase, name a challenge type. You may initiate an additional challenge of that type this phase.	Ally.	1.2
Tyrell	󲀋 Left	Character	󲀈    	2						3	No attachments except Weapon.If you control Right, Left does not kneel to defend.	Guard.	1.0
Tyrell	󲀋 Right	Character	󲀈    	2						3	No attachments except Weapon.If you control Left, Right does not kneel to defend.	Guard.	1.0
Tyrell	Courtesan of the Rose	Character	  󲀊 󲀉	2						2	(no special ability)	Companion.	1.1
Tyrell	Garden Caretaker	Character	    󲀉	1						1	Marshaling Action: Kneel Garden Caretaker to reduce the cost of the next 󲀃 character you marshal this phase by 1.	Ally.	1.0
Tyrell	󲀋 Heartsbane	Attachment		1							󲀃 character only.Action: While attached character is participating in a challenge, kneel Heartsbane to give that character +3 STR until the end of the challenge.	Weapon.	1.0
Tyrell	Rose Garden	Location		0							Limited.Marshaling Action: Kneel Rose Garden to reduce the cost of the next 󲀃 card you marshal this phase by 1.	The Reach.	1.3
Tyrell	󲀋 Highgarden	Location		3							Challenges Action: Kneel Highgarden and pay 1 gold to choose an attacking character. Stand that character and remove it from the challenge.	Stronghold. The Reach. 	1.0
Tyrell	󲀋 The Mander	Location		3							Reaction: After you win a challenge by 5 or more total STR, kneel The Mander to draw 2 cards.	The Reach.	1.0
Tyrell	Growing Strong	Event		1	1						Challenges Action: Choose any number of attacking or defending 󲀃 characters. Until the end of the challenge, each of those characters gets +2 STR.		1.2
Tyrell	Olenna’s Cunning	Event		2							Reaction: After you win an 󲀊 challenge, search your deck for a 󲀃 card, reveal it, and add it to your hand. Shuffle your deck.		1.4
Tyrell	“The Bear and the Maiden Fair”	Event		0							Action: Look at the top 5 cards of any player’s deck. Place up to 3 of those cards on the bottom of that deck, and the others on top in any order.	Song.	1.4
Night’s Watch	Old Forest Hunter	Character	󲀈    	2	1					1	No attachments except Weapon.Action: Discard a card from your hand to gain 1 gold. (Limit once per phase.)	Ranger.	1.4
Night’s Watch	󲀋 Old Bear Mormont	Character	󲀈   󲀉	6						5	Action: Name Ranger, Steward, or Builder. Until the end of the phase, characters you control with that Trait gain stealth. (Limit once per phase.)	Commander. Lord. Ranger.	1.1
Night’s Watch	󲀋 Ghost	Character	󲀈    	4						3	No attachments. Stealth.Reaction: After Ghost bypasses a character using stealth, that character cannot be declared as a defender for any challenges until the end of the phase.	Direwolf.	1.0
Night’s Watch	󲀋 Benjen Stark	Character	󲀈    	5						4	No attachments except Weapon.Interrupt: When Benjen Stark is killed, gain 2 power for your faction and shuffle him back into your deck instead of placing him in your dead pile.	Ranger.	1.0
Night’s Watch	Ranging Party	Character	󲀈    	3						5	No attachments except Weapon.Ranging Party may only be declared alone as an attacker or defender.	Army. Ranger.	1.4
Night’s Watch	󲀋 Jon Snow	Character	  󲀊  	4						3	No attachments except Weapon.Jon Snow is considered participating in each challenge in which you control another attacking 󲀂 character.	Bastard. Steward. 	1.0
Night’s Watch	󲀋 Maester Aemon	Character	  󲀊  	3						2	No attachments.Interrupt: When a 󲀂 character is killed or discarded from play, kneel Maester Aemon to save it.	Maester. Steward.	1.4
Night’s Watch	󲀋 Yoren	Character	  󲀊  	3						2	No attachments except Weapon.Reaction: After you marshal Yoren, choose a character with printed cost 3 or lower in any opponent’s discard pile and put it into play under your control.	Wandering Crow.	1.0
Night’s Watch	Veteran Builder	Character	    󲀉	2						3	No attachments except Weapon.	Builder.	1.0
Night’s Watch	󲀋 Samwell Tarly	Character	  󲀊  	2	1					0	No attachments except Weapon.Marshaling Action: Kneel Samwell Tarly to draw a card.[+1 Reserve]	Steward.	1.0
Night’s Watch	󲀋 Ser Waymar Royce	Character	󲀈    	2						1	No attachments except Weapon.Interrupt: When Ser Waymar Royce is killed or discarded from play, discard 1 card at random from each opponent’s hand.	Knight. Ranger.	1.0
Night’s Watch	Young Ranger	Character	󲀈    	1						1	No attachments except Weapon.	Ally. Ranger.	1.0
Night’s Watch	󲀋 Longclaw	Attachment		2							󲀂 character only.Attached character gets +1 STR and gains renown.	Weapon.	1.0
Night’s Watch	Steward at the Wall	Character	  󲀊  	1						1	No attachments except Weapon.	Ally. Steward.	1.0
Night’s Watch	Messenger Raven	Character	    󲀉	1						1	No attachments.Dominance Action: Return Messenger Raven to your hand to draw 1 card.	Raven.	1.0
Night’s Watch	󲀋 Castle Black	Location		2							Action: Kneel Castle Black to choose and stand a defending Ranger, Steward, or Builder character. Until the end of the challenge, that character gets +2 STR. 	The North.	1.0
Night’s Watch	󲀋 The Wall	Location		4							Each 󲀂 character you control gets +1 STR while The Wall is standing.Interrupt: When the challenges phase ends, gain 2 power for your faction if The Wall is standing.Forced Reaction: After you lose an unopposed challenge, kneel The Wall.	The North.	1.0
Night’s Watch	Take the Black	Event		3	1						Challenges Action: Choose a non-unique, non-Army character that is not participating in a challenge. Take control of that character. (Max 1 per round.)		1.4
Night’s Watch	A Meager Contribution	Event		0	1						Action: Move 1 gold from an opponent’s gold pool to your own. (Max 1 per round.)		1.4
Night’s Watch	The Sword in the Darkness	Event		1							Play only during a challenge in which you control at least 1 participating 󲀂 character.Action: Until the end of the challenge, characters with more than 1 challenge icon do not count their STR.		1.0
Baratheon	Host of Storm’s End	Character	󲀈   󲀉	8						8	No attachments. Renown.Challenges Action: Discard Host of Storm’s End from your hand to choose an attacking or defending 󲀁 character. Until the end of the challenge, that character gets +4 STR.	Army.	1.4
Baratheon	󲀋 Robert Baratheon	Character	󲀈   󲀉	7	1					6	Renown. Intimidate.Robert Baratheon gets +1 STR for each kneeling character in play.	King. Lord. 	1.5
Baratheon	󲀋 Stannis Baratheon	Character	󲀈   󲀉	6						5	Each player cannot stand more than 2 characters during the standing phase.	Lord.	1.5
Baratheon	󲀋 Melisandre	Character	  󲀊 󲀉	5						4	Reaction: After you marshal a R’hllor card or play a R’hllor event, choose and kneel a character. (Limit once per round.)	Lady. R’hllor.	1.4
Baratheon	󲀋 Ser Davos Seaworth	Character	󲀈   󲀉	4						3	Stealth.Interrupt: When Ser Davos Seaworth is killed, save him and return him to your hand.	Knight. Smuggler.	1.0
Baratheon	King’s Hunting Party	Character	󲀈    	4						6	No attachments.	Army.	1.0
Baratheon	󲀋 Maester Cressen	Character	    󲀉	3						3	Marshaling Action: Kneel Maester Cressen to choose and discard a Condition attachment from play.	Maester.	1.0
Baratheon	󲀋 Selyse Baratheon	Character	  󲀊 󲀉	3						2	Action: Pay 1 gold to choose a 󲀁 character. Until the end of the phase, that character gains an 󲀊 icon.	Lady. R’hllor.	1.0
Baratheon	Fiery Followers	Character	󲀈 󲀊  	3						2	Reaction: After the dominance phase begins, stand Fiery Followers.	R’hllor.	1.0
Baratheon	󲀋 Shireen Baratheon	Character	  󲀊 󲀉	2						1	Interrupt: When Shireen Baratheon is killed, choose and kneel a character.	Lady.	1.1
Baratheon	Bastard in Hiding	Character	󲀈   󲀉	2						2	(no special ability)	Bastard.	1.1
Baratheon	Tithe Collector	Character	    󲀉	1						1	Marshaling Action: Kneel Tithe Collector to reduce the cost of the next 󲀁 character you marshal this phase by 1.	Ally.	1.0
Baratheon	󲀋 Lightbringer	Attachment		2	1						󲀁 character only.If attached character is Stannis Baratheon, he gains renown.Reaction: After attached character gains 1 or more power, stand it. (Limit once per phase.)	R’hllor. Weapon.	1.4
Baratheon	Dragonstone Port	Location		0							Limited.Marshaling Action: Kneel Dragonstone Port to reduce the cost of the next 󲀁 card you marshal this phase by 1.	Dragonstone.	1.2
Baratheon	󲀋 Chamber of the Painted Table	Location		2							Reaction: After you win dominance, move 1 power from an opponent’s faction card to your own.	Dragonstone.	1.4
Baratheon	󲀋 The Red Keep	Location		3							The Red Keep adds +2 STR to your side during any 󲀉 challenge in which you control at least 1 participating character.Interrupt: When the challenge phase ends, draw 2 cards if you have not lost a 󲀉 challenge this round.	King’s Landing.	1.0
Baratheon	Consolidation of Power	Event		0							Marshaling Action: Choose and kneel a character without any power on it. Then, that character gains 1 power.		1.0
Baratheon	Seen In Flames	Event		1							Play only if you control a R’hllor character.Challenges Action: Look at an opponent’s hand. Choose and discard 1 card from that hand.	R’hllor.	1.0
Baratheon	Ours is the Fury	Event		2	1						Play only during a challenge initiated against you.Challenges Action: Choose a kneeling 󲀁 character you control. That character is now participating in the challenge on your side as a defender. If you win the challenge, stand that character.		1.4
Lannister	Lord Tywin’s Host	Character	󲀈   󲀉	8						8	No attachments. Renown.Challenges Action: Discard Lord Tywin’s Host from your hand to choose an attacking or defending 󲀅 character. Until the end of the challenge, that character gets +4 STR.	Army.	1.4
Lannister	󲀋 Tywin Lannister	Character	󲀈 󲀊 󲀉	7	1					6	Renown.Tywin Lannister gets +2 STR for each gold token in your pool.[+2 Gold]	Lord.	1.5
Lannister	󲀋 Ser Jaime Lannister	Character	󲀈 󲀊  	6						5	During 󲀈 challenges, Ser Jaime Lannister does not kneel to attack or defend and gains renown.	Knight. Lord.	1.0
Lannister	󲀋 Tyrion Lannister	Character	  󲀊 󲀉	5						4	Stealth. Insight.Reaction: After a challenge is initiated, gain 1 gold.	Lord.	1.5
Lannister	󲀋 Cersei Lannister	Character	  󲀊 󲀉	4	1					4	While Cersei Lannister is attacking during an 󲀊 challenge, raise the claim on your revealed plot card by 1.	Lady. Queen.	1.0
Lannister	Gold Cloaks	Character	󲀈   󲀉	4						3	Ambush (2).Forced Interrupt: When a phase ends in which Gold Cloaks were ambushed into play, discard it from play (cannot be saved).	Ally. Army.	1.2
Lannister	󲀋 Joffrey Baratheon	Character	    󲀉	3						3	Reaction: After another unique character is killed, Joffrey Baratheon gains 1 power. (Limit 3 times per round.)	Lord.	1.0
Lannister	󲀋 Grand Maester Pycelle	Character	  󲀊 󲀉	3						2	Stealth.	Maester.	1.0
Lannister	The Queen’s Assassin	Character	  󲀊  	3						1	Ambush (6).Forced Reaction: After you ambush The Queen’s Assassin during the challenges phase, choose and kill a kneeling non-Army character.	Ally.	1.0
Lannister	󲀋 The Tickler	Character	󲀈 󲀊  	2						2	Dominance Action: Kneel The Tickler to discard the top card of an opponent’s deck. Then, you may choose and discard 1 copy of that card from play.	Ally.	1.2
Lannister	Burned Men	Character	󲀈    	2						2	Ambush (2).	Clansman.	1.0
Lannister	Lannisport Moneylender	Character	  󲀊  	2						2	Limited.[+1 GOLD]	Ally.	1.5
Lannister	Steward of the Rock	Character	    󲀉	1						1	Marshaling Action: Kneel Steward of the Rock to reduce the cost of the next 󲀅 character you marshal this phase by 1.	Ally. Steward.	1.4
Lannister	󲀋 Widow’s Wail	Attachment		1							Ambush (1).Attached character gets +2 STR.If attached character is Joffrey Baratheon, he gains a 󲀈 icon.	Weapon.	1.0
Lannister	The Westerlands	Location		0							Limited.Marshaling Action: Kneel The Westerlands to reduce the cost of the next 󲀅 card you marshal this phase by 1.	Westeros.	1.2
Lannister	󲀋 Casterly Rock	Location		2	1						You may initiate an additional 󲀊 challenge during the challenges phase.	Stronghold.	1.2
Lannister	󲀋 Lannisport	Location		3							Reaction: After you win an 󲀊 challenge, draw 1 card.	Westeros.	1.0
Lannister	Treachery	Event		1							Play only if you control a unique 󲀅 character.Interrupt: When a character, location, or attachment ability is triggered, cancel its effects.		1.0
Lannister	The Things I Do For Love	Event		X							Play only if you control a 󲀅 Lord or Lady character.Challenges Action: Choose a character, and return it to the top of its owner’s deck. X is the printed cost of the chosen character.		1.5
Lannister	Hear Me Roar!	Event		1	1						Action: Put a 󲀅 character into play from your hand. If that character is still in play at the end of the phase, discard it. (Cannot be saved.)		1.0
Greyjoy	Host of the Isles	Character	󲀈   󲀉	8						8	No attachments. Renown.Challenges Action: Discard Host of the Isles from your hand to choose an attacking or defending 󲀇 character. Until the end of the challenge, that character gets +4 STR.	Army.	1.4
Greyjoy	󲀋 Euron Crow’s Eye	Character	󲀈 󲀊 󲀉	7						6	Renown. Pillage.While Euron Crow’s Eye is attacking, each defending character with a lower STR than him does not count its STR.	Ironborn. Lord. Raider.	1.5
Greyjoy	󲀋 Balon Greyjoy	Character	󲀈   󲀉	6	1					5	Renown.Reaction: After you win a challenge in which Balon Greyjoy participated, discard the top card of the losing player’s deck. If that card is a location, put it into play under your control.	Ironborn. Lord.	1.0
Greyjoy	󲀋 Asha Greyjoy	Character	󲀈   󲀉	5						4	Stealth.Reaction: After you win an unopposed challenge in which Asha Greyjoy participated, stand her.	Ironborn. Lady.	1.0
Greyjoy	󲀋 Theon Greyjoy	Character	󲀈   󲀉	4						3	Stealth.Reaction: After you win an unopposed challenge in which Theon Greyjoy participated, he gains 1 power.	Ironborn. Lord.	1.0
Greyjoy	Drowned Men	Character	󲀈   󲀉	4						3	No attachments.Drowned Men gets +1 STR for each Warship location you control.	Army.	1.0
Greyjoy	󲀋 Aeron Damphair	Character	    󲀉	3						3	Reaction: After you win dominance, put an Ironborn character into play from your dead pile.	Ironborn. Lord.	1.0
Greyjoy	󲀋 Alannys Greyjoy	Character	  󲀊  	3						2	Reaction: After an opponent discards 1 or more cards for the taxation phase, discard 1 card at random from his or her hand. 	House Harlaw. Lady.	1.0
Greyjoy	Black Wind’s Crew	Character	󲀈   󲀉	3						2	Pillage. (After you win a challenge in which this character participated, you may discard 1 card from the losing opponent’s deck.)	Ironborn. Raider.	1.4
Greyjoy	󲀋 Maester Wendamyr	Character	    󲀉	2						2	Stealth.	Maester.	1.0
Greyjoy	Lordsport Shipwright	Character	  󲀊 󲀉	2						1	Marshaling Action: Kneel Lordsport Shipwright to choose and kneel a location with printed cost 2 or lower.	Ally. Ironborn.	1.0
Greyjoy	Salty Navigator	Character	󲀈    	2						2	[+2 Initiative]	Ironborn.	1.0
Greyjoy	Iron Islands Fishmonger	Character	    󲀉	1						1	Marshaling Action: Kneel Iron Islands Fishmonger to reduce the cost of the next 󲀇 character you marshal this phase by 1.	Ally. Merchant.	1.0
Greyjoy	Throwing Axe	Attachment		1							Ironborn character only.Reaction: After you win a challenge in which attached character participated as an attacker, sacrifice Throwing Axe to choose and kill 1 defending character.	Weapon.	1.1
Greyjoy	Sea Tower	Location		0							Limited.Marshaling Action: Kneel Sea Tower to reduce the cost of the next 󲀇 card you marshal this phase by 1.	Iron Islands.	1.2
Greyjoy	󲀋 Longship Great Kraken	Location		3	1						Balon Greyjoy gains stealth.Reaction: After you win an unopposed challenge, draw 1 card or gain 1 power for your faction.	Warship.	1.5
Greyjoy	Iron Fleet Scout	Location		0							Challenges Action: Kneel Iron Fleet Scout to choose an attacking or defending 󲀇 character. Until the end of the challenge, that character gets +1 STR. (+2 STR instead if you are the first player.)	Warship.	1.0
Greyjoy	Rise of the Kraken	Event		0							Play only if you are the first player.Challenges Action: Choose a defending character with STR 5 or lower. Until the end of the challenge, that character does not count its STR.		1.4
Greyjoy	We Do Not Sow	Event		1	1						Reaction: After you win an unopposed challenge, choose and discard 1 attachment or location from play. (Max 1 per challenge.)		1.4
Greyjoy	Risen from the Sea	Event		0							Interrupt: When a 󲀇 character is killed, save it. Then, attach Risen from the Sea to that character. (Counts as a Condition attachment with the text, “Terminal. Attached character gets +1 STR.”)		1.1
Stark	Support of House Stark	Agenda									You may run non-Loyal 󲀆 cards in your deck.		1.0
Lannister	Support of House Lannister	Agenda									You may run non-Loyal 󲀅 cards in your deck.		1.0
Targaryen	Great Khalasar	Character	󲀈   󲀉	8						8	No attachments. Renown.Challenges Action: Discard great Khalasar from your hand to choose an attacking or defending 󲀄 character. Until the end of the challenge, that character gets +4 STR.	Army. Dothraki.	1.4
Targaryen	󲀋 Daenerys Targaryen	Character	  󲀊 󲀉	7	1					5	Reduce the cost of each Dragon character you play by 1.Reaction: After you win a challenge in which at least 1 Dragon character participated, Daenerys Targaryen gains 1 power.	Lady.	1.4
Targaryen	󲀋 Khal Drogo	Character	󲀈   󲀉	6						5	Renown.You may initiate an additional 󲀈 challenge during the challenges phase.	Dothraki. Lord.	1.0
Targaryen	󲀋 Magister Illyrio	Character	  󲀊 󲀉	5						4	Action: Pay 2 gold to choose and stand a character. (Limit once per phase.)	Lord. Merchant.	1.0
Targaryen	󲀋 Ser Jorah Mormont	Character	󲀈 󲀊  	2	1					6	Renown.Ser Jorah Mormont gets -2 STR for each power on him, and is killed if his STR is 0 (cannot be saved).	Companion. Knight.	1.0
Targaryen	Unsullied 	Character	󲀈   󲀉	4						3	No attachments except Weapon.While Unsullied is attacking, each defending character gets -1 STR.	Army.	1.0
Targaryen	󲀋 Drogon	Character	󲀈   󲀉	2						2	No attachments.Daenerys Targaryen gains renown.	Dragon. Hatchling.	1.2
Targaryen	󲀋 Rhaegal	Character	󲀈 󲀊  	2						2	No attachments.Reaction: After you win a challenge in which Daenerys Targaryen participated, stand her.	Dragon. Hatchling.	1.5
Targaryen	󲀋 Viserion	Character	󲀈   󲀉	2						2	No attachments.Daenerys Targaryen gains stealth.	Dragon. Hatchling.	1.2
Targaryen	󲀋 Viserys Targaryen	Character	    󲀉	2	1					1	Interrupt: When Viserys Targaryen is killed or discarded from play, save him and return him to your hand.	Lord.	1.4
Targaryen	Braided Warriors	Character	󲀈    	2						2	No attachments except Weapon.	Dothraki.	1.0
Targaryen	Handmaiden	Character	  󲀊 󲀉	2						1	Interrupt: When Daenerys Targaryen is killed or discarded from play, sacrifice Handmaiden to save her.	Ally. Companion.	1.1
Targaryen	Targaryen Loyalist	Character	    󲀉	1						1	Marshaling Action: Kneel Targaryen Loyalist to reduce the cost of the next 󲀄 character you marshal this phase by 1.	Ally.	1.0
Targaryen	Illyrio’s Estate	Location		0							Limited.Marshaling Action: Kneel Illyrio’s Estate to reduce the cost of the next 󲀄 card you marshal this phase by 1.	Essos.	1.2
Targaryen	󲀋 Plaza of Punishment	Location		2	1						Action: Kneel Plaza of Punishment to choose a character. Until the end of the phase, that character gets -2 STR.	Astapor. Essos.	1.2
Targaryen	Dothraki Sea	Location		1							Dominance Action: Kneel Dothraki Sea to shuffle the top 2 cards of your discard pile back into your deck.	Essos.	1.2
Targaryen	󲀋 Drogo’s Arakh	Attachment		2							Dothraki character only.Attached character gets +2 STR. If attached character is Khal Drogo, he does not kneel to attack during 󲀈 challenges.	Weapon.	1.0
